timestamp,RPM,SPEED,MAF
2025-04-15 15:57:42,1407,30,15.16
2025-04-15 15:57:44,1406,30,15.27
2025-04-15 15:57:46,1420.5,31,16.16
2025-04-15 15:57:48,1470,32,16.58
2025-04-15 15:57:51,1534,33,17.47
2025-04-15 15:57:53,1630,35,18.66
2025-04-15 15:57:55,1691.5,37,19.13
2025-04-15 15:57:58,1667.5,38,17.02
2025-04-15 15:58:00,1617,37,28.38
2025-04-15 15:58:02,1566,35,27.47
2025-04-15 15:58:04,1518.5,34,26.86
2025-04-15 15:58:07,1462,33,25.83
2025-04-15 15:58:09,1425.5,32,13.97
2025-04-15 15:58:11,1391,32,13.16
2025-04-15 15:58:14,1363.5,31,11.91
2025-04-15 15:58:16,1426,31,16.77
2025-04-15 15:58:18,1585,33,16.36
2025-04-15 15:58:20,1612.5,35,16.16
2025-04-15 15:58:23,1550,34,15.61
2025-04-15 15:58:25,1472.5,33,25.94
2025-04-15 15:58:27,1443.5,33,17.27
2025-04-15 15:58:30,1392,32,13.24
2025-04-15 15:58:32,1329,30,11.99
2025-04-15 15:58:34,1268.5,28,11.22
2025-04-15 15:58:36,782,21,7.52
2025-04-15 15:58:39,819.5,18,7.16
2025-04-15 15:58:41,790.5,22,7.19
2025-04-15 15:58:43,797,24,6.97
2025-04-15 15:58:46,792.5,22,7.24
2025-04-15 15:58:48,781.5,17,6.61
