timestamp,MAF,delta_t,CO2_g,CO2_cumulative_g
2025-04-11 18:45:23,7.08,1.0,1.4947814557731571,207.99419476970112
2025-04-11 18:45:24,11.74,1.0,2.4786347868328904,210.472829556534
2025-04-11 18:45:25,13.61,1.0,2.873442883202354,213.34627243973637
2025-04-11 18:45:26,17.02,1.0,3.5933870589349057,216.93965949867126
2025-04-11 18:45:27,22.61,1.0,4.773588801558062,221.7132483002293
2025-04-11 18:45:28,26.080000000000002,1.0,5.5062006167463196,227.21944891697564
2025-04-11 18:45:29,32.13,1.0,6.783520928529879,234.0029698455055
2025-04-11 18:45:30,34.69,1.0,7.3240068786399455,241.32697672414545
2025-04-11 18:45:31,108.88,1.0,22.987543065618834,264.3145197897643
2025-04-11 18:45:32,79.05,1.0,16.68961498289097,281.0041347726553
2025-04-11 18:45:33,73.47,1.0,15.51152451351043,296.5156592861657
2025-04-11 18:45:34,59.99,1.0,12.665528182462104,309.1811874686278
2025-04-11 18:45:35,45.11,1.0,9.523953597447333,318.70514106607516
2025-04-11 18:45:36,22.830000000000002,1.0,4.820036812895647,323.5251778789708
2025-04-11 18:45:37,26.990000000000002,1.0,5.698326481824507,329.2235043607953
2025-04-11 18:45:38,26.69,1.0,5.634988284545984,334.8584926453413
2025-04-11 18:45:39,24.080000000000002,1.0,5.083945968222828,339.94243861356415
2025-04-11 18:45:40,12.72,1.0,2.685539564609401,342.6279781781736
2025-04-11 18:45:41,10.55,1.0,2.2273932709614135,344.85537144913496
2025-04-11 18:45:42,9.52,1.0,2.009932126971816,346.8653035761068
2025-04-11 18:45:43,12.41,1.0,2.6200900940882597,349.48539367019504
2025-04-11 18:45:44,7.0200000000000005,1.0,1.4821138163174525,350.9675074865125
2025-04-11 18:45:45,6.83,1.0,1.4419996247077207,352.4095071112202
2025-04-11 18:45:46,6.49,1.0,1.3702163344587275,353.77972344567894
2025-04-11 18:45:47,13.08,1.0,2.7615454013436294,356.5412688470226
2025-04-11 18:45:48,12.02,1.0,2.5377504376261792,359.0790192846488
2025-04-11 18:45:49,23.990000000000002,1.0,5.064944509039272,364.14396379368804
2025-04-11 18:45:50,36.050000000000004,1.0,7.611140039635921,371.755103833324
2025-04-11 18:45:51,32.05,1.0,6.766630742588938,378.5217345759129
2025-04-11 18:45:52,27.490000000000002,1.0,5.80389014395538,384.32562471986824
2025-04-11 18:45:53,21.97,1.0,4.638467314030545,388.9640920338988
2025-04-11 18:45:54,16.830000000000002,1.0,3.5532728673251746,392.51736490122397
2025-04-11 18:45:55,24.47,1.0,5.1662856246849085,397.6836505259089
2025-04-11 18:45:56,20.8,1.0,4.391448344644304,402.0750988705532
2025-04-11 18:45:57,21.72,1.0,4.585685482965109,406.6607843535183
2025-04-11 18:45:58,24.69,1.0,5.212733636022493,411.8735179895408
2025-04-11 18:45:59,14.55,1.0,3.071902568008395,414.9454205575492
2025-04-11 18:46:00,14.72,1.0,3.107794213132892,418.0532147706821
2025-04-11 18:46:01,18.3,1.0,3.8636300339899403,421.916844804672
2025-04-11 18:46:02,5.72,1.0,1.2076482947771834,423.1244930994492
2025-04-11 18:46:03,16.740000000000002,1.0,3.5342714081416178,426.6587645075908
2025-04-11 18:46:04,5.94,1.0,1.2540963061147674,427.91286081370555
2025-04-11 18:46:05,24.05,1.0,5.077612148494976,432.9904729622005
2025-04-11 18:46:06,29.080000000000002,1.0,6.139582589531555,439.130055551732
2025-04-11 18:46:07,19.91,1.0,4.20354502605135,443.3336005777834
2025-04-11 18:46:08,15.69,1.0,3.3125877176667844,446.64618829545014
2025-04-11 18:46:09,25.830000000000002,1.0,5.453418785680883,452.099607081131
2025-04-11 18:46:10,21.990000000000002,1.0,4.642689860515781,456.74229694164677
2025-04-11 18:46:11,23.72,1.0,5.007940131488599,461.7502370731354
2025-04-11 18:46:12,9.94,1.0,2.0986056031617486,463.8488426762971
2025-04-11 18:46:13,6.83,1.0,1.4419996247077207,465.29084230100483
2025-04-11 18:46:14,25.3,1.0,5.341521303822158,470.632363604827
2025-04-11 18:46:15,23.8,1.0,5.024830317429539,475.6571939222565
2025-04-11 18:46:16,5.36,1.0,1.1316424580429552,476.7888363802995
2025-04-11 18:46:17,15.72,1.0,3.3189215373946372,480.10775791769413
2025-04-11 18:46:18,27.63,1.0,5.833447969352024,485.9412058870462
2025-04-11 18:46:19,24.02,1.0,5.071278328767123,491.0124842158133
2025-04-11 18:46:20,5.2700000000000005,1.0,1.1126409988593982,492.12512521467266
2025-04-11 18:46:21,5.8,1.0,1.224538480718123,493.3496636953908
2025-04-11 18:46:22,6.05,1.0,1.2773203117835594,494.62698400717437
2025-04-11 18:46:23,19.13,1.0,4.038865713127189,498.66584972030154
2025-04-11 18:46:24,26.91,1.0,5.681436295883567,504.3472860161851
2025-04-11 18:46:25,20.3,1.0,4.285884682513431,508.6331706986985
2025-04-11 18:46:26,22.02,1.0,4.649023680243633,513.2821943789421
2025-04-11 18:46:27,23.69,1.0,5.001606311760748,518.2838006907028
2025-04-11 18:46:28,23.41,1.0,4.942490660967459,523.2262913516703
2025-04-11 18:46:29,20.11,1.0,4.245770490903699,527.472061842574
2025-04-11 18:46:30,5.0200000000000005,1.0,1.0598591677939617,528.531921010368
2025-04-11 18:46:31,6.38,1.0,1.3469923287899352,529.878913339158
2025-04-11 18:46:32,6.38,1.0,1.3469923287899352,531.2259056679479
2025-04-11 18:46:33,6.61,1.0,1.395551613370137,532.621457281318
2025-04-11 18:46:34,6.55,1.0,1.382883973914432,534.0043412552325
2025-04-11 18:46:35,6.72,1.0,1.4187756190389287,535.4231168742714
2025-04-11 18:46:36,7.19,1.0,1.5180054614419491,536.9411223357133
2025-04-11 18:46:37,13.47,1.0,2.84388505780571,539.785007393519
2025-04-11 18:46:38,6.58,1.0,1.3892177936422845,541.1742251871613
2025-04-11 18:46:39,6.33,1.0,1.336435962576848,542.5106611497381
2025-04-11 18:46:40,6.38,1.0,1.3469923287899352,543.857653478528
2025-04-11 18:46:41,10.58,1.0,2.233727090689266,546.0913805692173
2025-04-11 18:46:42,10.88,1.0,2.2970652879677895,548.3884458571852
2025-04-11 18:46:43,13.69,1.0,2.890333069143294,551.2787789263284
2025-04-11 18:46:44,12.16,1.0,2.5673082630228237,553.8460871893512
2025-04-11 18:46:45,13.47,1.0,2.84388505780571,556.6899722471569
2025-04-11 18:46:46,13.77,1.0,2.9072232550842334,559.5971955022411
2025-04-11 18:46:47,20.63,1.0,4.3555566995198065,563.9527522017609
2025-04-11 18:46:48,23.61,1.0,4.984716125819808,568.9374683275806
2025-04-11 18:46:49,39.38,1.0,8.314194029427533,577.2516623570082
2025-04-11 18:46:50,35.88,1.0,7.575248394511424,584.8269107515196
2025-04-11 18:46:51,31.38,1.0,6.625175435333569,591.4520861868531
2025-04-11 18:46:52,14.77,1.0,3.1183505793459787,594.570436766199
2025-04-11 18:46:53,8.02,1.0,1.6932411405791976,596.2636779067782
2025-04-11 18:46:54,6.08,1.0,1.2836541315114118,597.5473320382896
2025-04-11 18:46:55,6.94,1.0,1.465223630376513,599.0125556686661
2025-04-11 18:46:56,10.61,1.0,2.240060910417118,601.2526165790832
2025-04-11 18:46:57,6.24,1.0,1.317434503393291,602.5700510824765
2025-04-11 18:46:58,6.55,1.0,1.382883973914432,603.952935056391
2025-04-11 18:46:59,15.49,1.0,3.2703622528144356,607.2232973092053
2025-04-11 18:47:00,15.3,1.0,3.230248061204704,610.4535453704101
2025-04-11 18:47:01,7.69,1.0,1.6235691235728218,612.0771144939829
2025-04-11 18:47:02,7.2700000000000005,1.0,1.5348956473828888,613.6120101413658
2025-04-11 18:47:03,19.61,1.0,4.140206828772826,617.7522169701386
2025-04-11 18:47:04,20.19,1.0,4.262660676844639,622.0148776469833
2025-04-11 18:47:05,5.74,1.0,1.2118708412624184,623.2267484882458
2025-04-11 18:47:06,6.97,1.0,1.4715574501043651,624.6983059383501
2025-04-11 18:47:07,6.55,1.0,1.382883973914432,626.0811899122646
2025-04-11 18:47:08,6.83,1.0,1.4419996247077207,627.5231895369723
2025-04-11 18:47:09,6.88,1.0,1.452555990920808,628.9757455278931
2025-04-11 18:47:10,6.63,1.0,1.3997741598553717,630.3755196877485
2025-04-11 18:47:11,6.49,1.0,1.3702163344587275,631.7457360222072
