timestamp,SPEED(km/h),MAF(g/s),CO2(g),CO2 ´©Àû(g),PPM/sec
2025-06-18 18:21:05,0.0,11.11,2.5333,648.93,19897.75
2025-06-18 18:21:06,0.0,10.91,2.4883,651.42,19539.55
2025-06-18 18:21:07,0.0,10.72,2.4437,653.86,19199.27
2025-06-18 18:21:08,0.0,10.88,2.4809,656.34,19485.82
2025-06-18 18:21:09,0.0,11.16,2.5443,658.89,19987.3
2025-06-18 18:21:11,0.0,11.02,2.5127,661.4,19736.56
2025-06-18 18:21:12,0.0,11.13,2.5381,663.94,19933.57
2025-06-18 18:21:13,0.0,11.02,2.5125,666.45,19736.56
2025-06-18 18:21:14,0.0,11.02,2.5124,668.96,19736.56
2025-06-18 18:21:15,0.0,11.11,2.5342,671.5,19897.75
2025-06-18 18:21:16,0.0,10.88,2.48,673.98,19485.82
2025-06-18 18:21:17,0.0,10.97,2.574,676.55,19647.01
2025-06-18 18:21:18,0.0,11.24,2.5881,679.14,20130.57
2025-06-18 18:21:19,0.0,10.86,2.4759,681.61,19450.0
2025-06-18 18:21:20,0.0,11.05,2.5195,684.13,19790.29
2025-06-18 18:21:21,0.0,10.74,2.45,686.58,19235.09
2025-06-18 18:21:22,0.0,10.74,2.4484,689.03,19235.09
2025-06-18 18:21:24,0.0,11.08,2.5275,691.56,19844.02
2025-06-18 18:21:25,0.0,10.97,2.5014,694.06,19647.01
2025-06-18 18:21:26,0.0,11.08,2.5255,696.59,19844.02
2025-06-18 18:21:27,0.0,10.97,2.5022,699.09,19647.01
2025-06-18 18:21:28,0.0,10.94,2.4938,701.58,19593.28
2025-06-18 18:21:29,0.0,10.99,2.5058,704.09,19682.83
2025-06-18 18:21:30,0.0,11.22,2.558,706.65,20094.75
2025-06-18 18:21:31,0.0,11.19,2.5528,709.2,20041.02
2025-06-18 18:21:32,0.0,11.02,2.5133,711.71,19736.56
2025-06-18 18:21:33,0.0,10.77,2.4814,714.19,19288.81
2025-06-18 18:21:34,0.0,10.99,2.5207,716.72,19682.83
2025-06-18 18:21:35,0.0,10.83,2.4685,719.18,19396.27
2025-06-18 18:21:36,0.0,11.16,2.5465,721.73,19987.3
2025-06-18 18:21:38,0.0,10.8,2.462,724.19,19342.54
