timestamp,RPM,SPEED,THROTTLE_POS,ENGINE_LOAD,COOLANT_TEMP,INTAKE_TEMP,MAF,FUEL_LEVEL
2025-04-11 18:18:59,791.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,26.274509803921568 percent,92 degree_Celsius,41 degree_Celsius,12.58 gps,N/A
2025-04-11 18:19:02,788.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,26.274509803921568 percent,92 degree_Celsius,41 degree_Celsius,12.49 gps,N/A
2025-04-11 18:19:04,789.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,26.666666666666668 percent,92 degree_Celsius,41 degree_Celsius,12.88 gps,N/A
2025-04-11 18:19:06,788.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,26.666666666666668 percent,92 degree_Celsius,41 degree_Celsius,12.66 gps,N/A
2025-04-11 18:19:09,787.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,25.88235294117647 percent,92 degree_Celsius,41 degree_Celsius,12.52 gps,N/A
2025-04-11 18:19:11,791.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,25.88235294117647 percent,92 degree_Celsius,41 degree_Celsius,12.52 gps,N/A
2025-04-11 18:19:13,791.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,25.49019607843137 percent,92 degree_Celsius,41 degree_Celsius,12.58 gps,N/A
2025-04-11 18:19:15,789.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,26.274509803921568 percent,92 degree_Celsius,41 degree_Celsius,12.22 gps,N/A
2025-04-11 18:19:18,788.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,25.88235294117647 percent,93 degree_Celsius,41 degree_Celsius,12.49 gps,N/A
2025-04-11 18:20:53,780.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,32.94117647058823 percent,94 degree_Celsius,42 degree_Celsius,12.97 gps,N/A
2025-04-11 18:20:55,792.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,34.11764705882353 percent,94 degree_Celsius,43 degree_Celsius,12.55 gps,N/A
2025-04-11 18:20:58,787.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,35.294117647058826 percent,94 degree_Celsius,43 degree_Celsius,12.27 gps,N/A
2025-04-11 18:21:00,786.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,36.07843137254902 percent,94 degree_Celsius,43 degree_Celsius,12.74 gps,N/A
2025-04-11 18:21:02,787.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,36.86274509803921 percent,94 degree_Celsius,43 degree_Celsius,12.55 gps,N/A
2025-04-11 18:21:04,792.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,33.333333333333336 percent,94 degree_Celsius,43 degree_Celsius,12.19 gps,N/A
2025-04-11 18:21:07,796.5 revolutions_per_minute,1.0 kilometer_per_hour,0.0 percent,43.13725490196079 percent,94 degree_Celsius,43 degree_Celsius,12.66 gps,N/A
2025-04-11 18:21:09,829.5 revolutions_per_minute,4.0 kilometer_per_hour,1.1764705882352942 percent,39.21568627450981 percent,93 degree_Celsius,43 degree_Celsius,13.88 gps,N/A
2025-04-11 18:21:24,845.5 revolutions_per_minute,19.0 kilometer_per_hour,0.0 percent,17.254901960784313 percent,90 degree_Celsius,44 degree_Celsius,6.55 gps
2025-04-11 18:21:26,789.0 revolutions_per_minute,18.0 kilometer_per_hour,0.39215686274509803 percent,23.529411764705884 percent,89 degree_Celsius,44 degree_Celsius,7.05 gps
2025-04-11 18:21:28,1522.5 revolutions_per_minute,20.0 kilometer_per_hour,9.019607843137255 percent,54.11764705882353 percent,89 degree_Celsius,44 degree_Celsius,16.86 gps
2025-04-11 18:21:31,1760.0 revolutions_per_minute,24.0 kilometer_per_hour,9.019607843137255 percent,47.05882352941177 percent,89 degree_Celsius,44 degree_Celsius,18.27 gps
2025-04-11 18:21:33,1248.5 revolutions_per_minute,27.0 kilometer_per_hour,0.0 percent,19.215686274509803 percent,88 degree_Celsius,44 degree_Celsius,8.83 gps
2025-04-11 18:21:35,723.0 revolutions_per_minute,22.0 kilometer_per_hour,0.0 percent,26.274509803921568 percent,87 degree_Celsius,44 degree_Celsius,6.3 gps
2025-04-11 18:21:37,791.5 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,42.745098039215684 percent,87 degree_Celsius,44 degree_Celsius,6.83 gps
2025-04-11 18:21:40,780.5 revolutions_per_minute,14.0 kilometer_per_hour,0.0 percent,47.450980392156865 percent,87 degree_Celsius,44 degree_Celsius,6.33 gps
2025-04-11 18:22:00,1604.0 revolutions_per_minute,37.0 kilometer_per_hour,4.705882352941177 percent,25.49019607843137 percent,84 degree_Celsius,43 degree_Celsius,14.61 gps
2025-04-11 18:22:02,1674.0 revolutions_per_minute,38.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,43 degree_Celsius,16.3 gps
2025-04-11 18:22:05,1670.0 revolutions_per_minute,38.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,43 degree_Celsius,27.77 gps
2025-04-11 18:22:07,1640.5 revolutions_per_minute,37.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,42 degree_Celsius,27.72 gps
2025-04-11 18:22:09,1518.0 revolutions_per_minute,34.0 kilometer_per_hour,0.0 percent,0.0 percent,83 degree_Celsius,42 degree_Celsius,24.990000000000002 gps
2025-04-11 18:22:12,1200.5 revolutions_per_minute,26.0 kilometer_per_hour,0.0 percent,0.0 percent,83 degree_Celsius,42 degree_Celsius,8.58 gps
2025-04-11 18:22:14,782.0 revolutions_per_minute,19.0 kilometer_per_hour,0.0 percent,39.6078431372549 percent,83 degree_Celsius,42 degree_Celsius,6.16 gps
2025-04-11 18:22:16,791.0 revolutions_per_minute,17.0 kilometer_per_hour,5.882352941176471 percent,45.09803921568628 percent,82 degree_Celsius,42 degree_Celsius,8.86 gps
2025-04-11 18:22:18,1575.5 revolutions_per_minute,21.0 kilometer_per_hour,15.294117647058824 percent,64.31372549019608 percent,83 degree_Celsius,42 degree_Celsius,25.55 gps
2025-04-11 18:22:21,1820.0 revolutions_per_minute,29.0 kilometer_per_hour,19.607843137254903 percent,72.54901960784314 percent,83 degree_Celsius,41 degree_Celsius,29.55 gps
2025-04-11 18:22:23,1342.5 revolutions_per_minute,33.0 kilometer_per_hour,0.0 percent,0.0 percent,82 degree_Celsius,41 degree_Celsius,18.88 gps
2025-04-11 18:22:25,1197.0 revolutions_per_minute,27.0 kilometer_per_hour,0.0 percent,0.0 percent,82 degree_Celsius,41 degree_Celsius,9.24 gps
2025-04-11 18:22:28,1237.0 revolutions_per_minute,26.0 kilometer_per_hour,9.019607843137255 percent,53.72549019607843 percent,82 degree_Celsius,40 degree_Celsius,12.16 gps
2025-04-11 18:22:30,1389.5 revolutions_per_minute,30.0 kilometer_per_hour,13.333333333333334 percent,72.54901960784314 percent,82 degree_Celsius,40 degree_Celsius,18.72 gps
2025-04-11 18:22:32,1592.0 revolutions_per_minute,35.0 kilometer_per_hour,0.0 percent,51.76470588235294 percent,82 degree_Celsius,40 degree_Celsius,20.66 gps
2025-04-11 18:22:34,1465.5 revolutions_per_minute,33.0 kilometer_per_hour,0.0 percent,0.0 percent,82 degree_Celsius,40 degree_Celsius,23.72 gps
2025-04-11 18:22:37,1373.5 revolutions_per_minute,31.0 kilometer_per_hour,0.0 percent,0.0 percent,82 degree_Celsius,39 degree_Celsius,12.05 gps
2025-04-11 18:22:39,1322.0 revolutions_per_minute,30.0 kilometer_per_hour,0.0 percent,0.7843137254901961 percent,82 degree_Celsius,39 degree_Celsius,11.22 gps
2025-04-11 18:22:41,1227.5 revolutions_per_minute,28.0 kilometer_per_hour,0.0 percent,0.0 percent,82 degree_Celsius,39 degree_Celsius,10.08 gps
2025-04-11 18:22:44,1214.5 revolutions_per_minute,27.0 kilometer_per_hour,2.3529411764705883 percent,18.431372549019606 percent,82 degree_Celsius,39 degree_Celsius,9.69 gps
2025-04-11 18:22:46,800.0 revolutions_per_minute,28.0 kilometer_per_hour,0.0 percent,21.568627450980394 percent,82 degree_Celsius,39 degree_Celsius,6.58 gps
2025-04-11 18:22:48,1435.5 revolutions_per_minute,30.0 kilometer_per_hour,0.0 percent,20.0 percent,82 degree_Celsius,39 degree_Celsius,13.69 gps
2025-04-11 18:22:50,783.5 revolutions_per_minute,29.0 kilometer_per_hour,0.0 percent,12.941176470588236 percent,82 degree_Celsius,38 degree_Celsius,6.3 gps
2025-04-11 18:22:53,792.5 revolutions_per_minute,28.0 kilometer_per_hour,0.0 percent,14.901960784313726 percent,82 degree_Celsius,38 degree_Celsius,6.3 gps
2025-04-11 18:22:55,789.5 revolutions_per_minute,24.0 kilometer_per_hour,0.0 percent,29.019607843137255 percent,82 degree_Celsius,38 degree_Celsius,6.08 gps
2025-04-11 18:22:57,791.5 revolutions_per_minute,25.0 kilometer_per_hour,0.0 percent,28.627450980392158 percent,82 degree_Celsius,38 degree_Celsius,6.58 gps
2025-04-11 18:23:00,786.5 revolutions_per_minute,26.0 kilometer_per_hour,0.0 percent,27.84313725490196 percent,82 degree_Celsius,38 degree_Celsius,6.44 gps
2025-04-11 18:23:02,787.0 revolutions_per_minute,26.0 kilometer_per_hour,0.0 percent,27.058823529411764 percent,82 degree_Celsius,38 degree_Celsius,6.16 gps
2025-04-11 18:23:04,786.0 revolutions_per_minute,27.0 kilometer_per_hour,0.0 percent,28.235294117647058 percent,82 degree_Celsius,38 degree_Celsius,6.47 gps
2025-04-11 18:23:06,765.0 revolutions_per_minute,14.0 kilometer_per_hour,0.0 percent,50.588235294117645 percent,82 degree_Celsius,38 degree_Celsius,6.5200000000000005 gps
2025-04-11 18:23:09,1142.0 revolutions_per_minute,10.0 kilometer_per_hour,10.196078431372548 percent,62.35294117647059 percent,82 degree_Celsius,38 degree_Celsius,16.330000000000002 gps
2025-04-11 18:23:11,1618.5 revolutions_per_minute,17.0 kilometer_per_hour,15.686274509803921 percent,73.72549019607843 percent,82 degree_Celsius,37 degree_Celsius,27.490000000000002 gps
2025-04-11 18:23:13,1579.5 revolutions_per_minute,24.0 kilometer_per_hour,0.0 percent,7.0588235294117645 percent,82 degree_Celsius,36 degree_Celsius,22.11 gps
2025-04-11 18:23:15,764.0 revolutions_per_minute,21.0 kilometer_per_hour,0.0 percent,18.03921568627451 percent,81 degree_Celsius,36 degree_Celsius,5.58 gps
2025-04-11 18:23:18,779.0 revolutions_per_minute,19.0 kilometer_per_hour,0.0 percent,24.705882352941178 percent,81 degree_Celsius,36 degree_Celsius,5.99 gps
2025-04-11 18:23:20,819.5 revolutions_per_minute,17.0 kilometer_per_hour,0.0 percent,15.294117647058824 percent,82 degree_Celsius,36 degree_Celsius,6.41 gps
2025-04-11 18:23:22,780.5 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,23.137254901960784 percent,82 degree_Celsius,36 degree_Celsius,6.16 gps
2025-04-11 18:23:25,778.0 revolutions_per_minute,13.0 kilometer_per_hour,0.0 percent,26.666666666666668 percent,82 degree_Celsius,36 degree_Celsius,6.49 gps
2025-04-11 18:23:27,820.5 revolutions_per_minute,7.0 kilometer_per_hour,0.0 percent,30.58823529411765 percent,82 degree_Celsius,36 degree_Celsius,6.16 gps
2025-04-11 18:23:29,787.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,45.88235294117647 percent,82 degree_Celsius,36 degree_Celsius,6.72 gps
2025-04-11 18:23:31,785.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,59.21568627450981 percent,82 degree_Celsius,36 degree_Celsius,7.11 gps
2025-04-11 18:23:34,786.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,46.666666666666664 percent,82 degree_Celsius,36 degree_Celsius,6.5200000000000005 gps
2025-04-11 18:23:36,802.0 revolutions_per_minute,3.0 kilometer_per_hour,3.9215686274509802 percent,59.6078431372549 percent,82 degree_Celsius,36 degree_Celsius,9.36 gps
2025-04-11 18:23:38,1404.5 revolutions_per_minute,10.0 kilometer_per_hour,11.764705882352942 percent,62.35294117647059 percent,82 degree_Celsius,36 degree_Celsius,17.97 gps
2025-04-11 18:23:41,1612.5 revolutions_per_minute,17.0 kilometer_per_hour,7.450980392156863 percent,63.92156862745098 percent,82 degree_Celsius,35 degree_Celsius,18.13 gps
2025-04-11 18:23:43,956.5 revolutions_per_minute,21.0 kilometer_per_hour,0.0 percent,12.549019607843137 percent,82 degree_Celsius,35 degree_Celsius,6.11 gps
2025-04-11 18:23:45,780.0 revolutions_per_minute,19.0 kilometer_per_hour,0.0 percent,21.96078431372549 percent,82 degree_Celsius,35 degree_Celsius,6.3 gps
2025-04-11 18:23:47,781.0 revolutions_per_minute,18.0 kilometer_per_hour,0.0 percent,26.666666666666668 percent,82 degree_Celsius,35 degree_Celsius,5.97 gps
2025-04-11 18:23:50,778.0 revolutions_per_minute,13.0 kilometer_per_hour,0.0 percent,38.8235294117647 percent,82 degree_Celsius,35 degree_Celsius,5.88 gps
2025-04-11 18:23:52,878.0 revolutions_per_minute,11.0 kilometer_per_hour,6.666666666666667 percent,43.13725490196079 percent,82 degree_Celsius,35 degree_Celsius,9.3 gps
2025-04-11 18:23:54,1805.0 revolutions_per_minute,15.0 kilometer_per_hour,26.274509803921568 percent,80.7843137254902 percent,82 degree_Celsius,35 degree_Celsius,44.910000000000004 gps
2025-04-11 18:23:57,2017.5 revolutions_per_minute,26.0 kilometer_per_hour,28.235294117647058 percent,76.47058823529412 percent,82 degree_Celsius,35 degree_Celsius,46.86 gps
2025-04-11 18:23:59,1527.5 revolutions_per_minute,33.0 kilometer_per_hour,30.58823529411765 percent,85.88235294117646 percent,82 degree_Celsius,35 degree_Celsius,40.44 gps
2025-04-11 18:24:01,1775.5 revolutions_per_minute,39.0 kilometer_per_hour,34.90196078431372 percent,77.25490196078431 percent,82 degree_Celsius,35 degree_Celsius,65.61 gps
2025-04-11 18:24:03,2671.0 revolutions_per_minute,46.0 kilometer_per_hour,37.64705882352941 percent,58.03921568627451 percent,83 degree_Celsius,36 degree_Celsius,104.41 gps
2025-04-11 18:24:06,2604.0 revolutions_per_minute,51.0 kilometer_per_hour,17.647058823529413 percent,41.568627450980394 percent,83 degree_Celsius,38 degree_Celsius,51.22 gps
2025-04-11 18:24:08,2183.5 revolutions_per_minute,51.0 kilometer_per_hour,27.058823529411764 percent,75.29411764705883 percent,83 degree_Celsius,38 degree_Celsius,47.61 gps
2025-04-11 18:24:10,1814.5 revolutions_per_minute,54.0 kilometer_per_hour,17.647058823529413 percent,70.19607843137256 percent,84 degree_Celsius,39 degree_Celsius,28.3 gps
2025-04-11 18:24:13,1781.0 revolutions_per_minute,53.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,18.77 gps
2025-04-11 18:24:15,1691.0 revolutions_per_minute,51.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,28.740000000000002 gps
2025-04-11 18:24:17,1655.5 revolutions_per_minute,50.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,28.05 gps
2025-04-11 18:24:19,1462.5 revolutions_per_minute,44.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,21.52 gps
2025-04-11 18:24:22,1125.0 revolutions_per_minute,37.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,8.49 gps
2025-04-11 18:24:24,1542.5 revolutions_per_minute,34.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,39 degree_Celsius,14.41 gps
2025-04-11 18:24:26,1304.5 revolutions_per_minute,30.0 kilometer_per_hour,0.0 percent,0.0 percent,83 degree_Celsius,39 degree_Celsius,11.3 gps
2025-04-11 18:24:29,1124.5 revolutions_per_minute,24.0 kilometer_per_hour,0.0 percent,0.0 percent,83 degree_Celsius,38 degree_Celsius,7.19 gps
2025-04-11 18:24:31,795.5 revolutions_per_minute,21.0 kilometer_per_hour,0.0 percent,30.980392156862745 percent,83 degree_Celsius,38 degree_Celsius,6.66 gps
2025-04-11 18:24:33,790.0 revolutions_per_minute,19.0 kilometer_per_hour,0.0 percent,33.72549019607843 percent,83 degree_Celsius,38 degree_Celsius,5.99 gps
2025-04-11 18:24:35,783.0 revolutions_per_minute,17.0 kilometer_per_hour,0.0 percent,36.470588235294116 percent,83 degree_Celsius,38 degree_Celsius,6.72 gps
2025-04-11 18:24:38,787.0 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,41.96078431372549 percent,83 degree_Celsius,38 degree_Celsius,6.74 gps
2025-04-11 18:24:40,786.0 revolutions_per_minute,17.0 kilometer_per_hour,0.0 percent,36.470588235294116 percent,83 degree_Celsius,38 degree_Celsius,6.22 gps
2025-04-11 18:24:42,1013.0 revolutions_per_minute,17.0 kilometer_per_hour,11.372549019607844 percent,69.80392156862744 percent,83 degree_Celsius,38 degree_Celsius,13.72 gps
2025-04-11 18:24:45,1585.5 revolutions_per_minute,21.0 kilometer_per_hour,14.117647058823529 percent,63.13725490196079 percent,83 degree_Celsius,37 degree_Celsius,25.94 gps
2025-04-11 18:24:47,1784.5 revolutions_per_minute,26.0 kilometer_per_hour,20.392156862745097 percent,75.68627450980392 percent,83 degree_Celsius,37 degree_Celsius,31.86 gps
2025-04-11 18:24:49,1516.5 revolutions_per_minute,32.0 kilometer_per_hour,18.03921568627451 percent,85.09803921568627 percent,83 degree_Celsius,37 degree_Celsius,25.52 gps
2025-04-11 18:24:51,1688.0 revolutions_per_minute,37.0 kilometer_per_hour,16.862745098039216 percent,77.6470588235294 percent,83 degree_Celsius,37 degree_Celsius,26.19 gps
2025-04-11 18:24:54,1704.0 revolutions_per_minute,41.0 kilometer_per_hour,8.627450980392156 percent,56.07843137254902 percent,83 degree_Celsius,37 degree_Celsius,21.44 gps
2025-04-11 18:24:56,1301.5 revolutions_per_minute,39.0 kilometer_per_hour,0.0 percent,0.0 percent,83 degree_Celsius,37 degree_Celsius,11.41 gps
2025-04-11 18:24:58,1289.5 revolutions_per_minute,28.0 kilometer_per_hour,0.0 percent,0.0 percent,84 degree_Celsius,37 degree_Celsius,10.08 gps
2025-04-11 18:25:01,839.5 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,32.15686274509804 percent,83 degree_Celsius,37 degree_Celsius,6.19 gps
2025-04-11 18:25:03,790.5 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,36.470588235294116 percent,84 degree_Celsius,37 degree_Celsius,6.22 gps
2025-04-11 18:25:05,1178.5 revolutions_per_minute,17.0 kilometer_per_hour,10.980392156862745 percent,71.37254901960785 percent,84 degree_Celsius,37 degree_Celsius,17.3 gps
2025-04-11 18:25:07,1367.5 revolutions_per_minute,20.0 kilometer_per_hour,10.588235294117647 percent,70.98039215686275 percent,84 degree_Celsius,37 degree_Celsius,14.36 gps
2025-04-11 18:25:10,1150.0 revolutions_per_minute,21.0 kilometer_per_hour,9.019607843137255 percent,63.92156862745098 percent,84 degree_Celsius,36 degree_Celsius,11.38 gps
2025-04-11 18:25:12,1422.0 revolutions_per_minute,24.0 kilometer_per_hour,10.980392156862745 percent,67.84313725490196 percent,84 degree_Celsius,36 degree_Celsius,17.02 gps
2025-04-11 18:25:14,1474.0 revolutions_per_minute,26.0 kilometer_per_hour,12.156862745098039 percent,69.80392156862744 percent,84 degree_Celsius,36 degree_Celsius,17.66 gps
2025-04-11 18:25:17,1414.5 revolutions_per_minute,28.0 kilometer_per_hour,6.666666666666667 percent,52.549019607843135 percent,84 degree_Celsius,36 degree_Celsius,13.08 gps
2025-04-11 18:25:19,791.0 revolutions_per_minute,27.0 kilometer_per_hour,0.0 percent,17.647058823529413 percent,83 degree_Celsius,36 degree_Celsius,6.11 gps
2025-04-11 18:25:21,964.0 revolutions_per_minute,25.0 kilometer_per_hour,5.490196078431373 percent,44.31372549019608 percent,84 degree_Celsius,36 degree_Celsius,9.24 gps
2025-04-11 18:25:23,1235.5 revolutions_per_minute,24.0 kilometer_per_hour,7.0588235294117645 percent,56.86274509803921 percent,83 degree_Celsius,36 degree_Celsius,11.74 gps
2025-04-11 18:25:26,1103.0 revolutions_per_minute,25.0 kilometer_per_hour,0.0 percent,5.098039215686274 percent,84 degree_Celsius,36 degree_Celsius,7.7700000000000005 gps
2025-04-11 18:25:28,769.5 revolutions_per_minute,22.0 kilometer_per_hour,0.0 percent,26.274509803921568 percent,83 degree_Celsius,36 degree_Celsius,5.99 gps
2025-04-11 18:25:30,831.5 revolutions_per_minute,16.0 kilometer_per_hour,0.0 percent,33.333333333333336 percent,83 degree_Celsius,36 degree_Celsius,6.11 gps
2025-04-11 18:25:32,816.0 revolutions_per_minute,14.0 kilometer_per_hour,9.019607843137255 percent,66.27450980392157 percent,84 degree_Celsius,36 degree_Celsius,12.38 gps
2025-04-11 18:25:35,1572.0 revolutions_per_minute,17.0 kilometer_per_hour,12.156862745098039 percent,66.27450980392157 percent,83 degree_Celsius,36 degree_Celsius,23.080000000000002 gps
2025-04-11 18:25:37,1380.5 revolutions_per_minute,20.0 kilometer_per_hour,11.372549019607844 percent,79.6078431372549 percent,83 degree_Celsius,35 degree_Celsius,13.52 gps
2025-04-11 18:25:39,1120.5 revolutions_per_minute,22.0 kilometer_per_hour,0.0 percent,16.470588235294116 percent,83 degree_Celsius,35 degree_Celsius,7.22 gps
2025-04-11 18:25:42,790.5 revolutions_per_minute,18.0 kilometer_per_hour,0.0 percent,27.45098039215686 percent,83 degree_Celsius,35 degree_Celsius,5.61 gps
2025-04-11 18:25:44,776.0 revolutions_per_minute,8.0 kilometer_per_hour,0.0 percent,48.627450980392155 percent,83 degree_Celsius,35 degree_Celsius,6.94 gps
2025-04-11 18:25:46,785.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,46.27450980392157 percent,84 degree_Celsius,35 degree_Celsius,6.99 gps
2025-04-11 18:25:48,790.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,52.549019607843135 percent,84 degree_Celsius,35 degree_Celsius,6.7700000000000005 gps
2025-04-11 18:25:51,792.5 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,46.666666666666664 percent,84 degree_Celsius,35 degree_Celsius,6.38 gps
2025-04-11 18:25:53,786.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,51.76470588235294 percent,84 degree_Celsius,35 degree_Celsius,6.36 gps
2025-04-11 18:25:55,793.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,49.411764705882355 percent,84 degree_Celsius,35 degree_Celsius,6.55 gps
2025-04-11 18:25:58,791.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,50.19607843137255 percent,84 degree_Celsius,35 degree_Celsius,6.47 gps
2025-04-11 18:26:00,787.0 revolutions_per_minute,0.0 kilometer_per_hour,0.0 percent,47.05882352941177 percent,84 degree_Celsius,36 degree_Celsius,7.22 gps
2025-04-11 18:26:02,1241.0 revolutions_per_minute,6.0 kilometer_per_hour,9.411764705882353 percent,64.31372549019608 percent,84 degree_Celsius,36 degree_Celsius,15.41 gps
2025-04-11 18:26:04,1563.5 revolutions_per_minute,12.0 kilometer_per_hour,11.372549019607844 percent,57.254901960784316 percent,84 degree_Celsius,35 degree_Celsius,19.38 gps
2025-04-11 18:26:07,1534.5 revolutions_per_minute,16.0 kilometer_per_hour,12.549019607843137 percent,72.15686274509804 percent,83 degree_Celsius,35 degree_Celsius,21.13 gps
2025-04-11 18:26:09,869.5 revolutions_per_minute,16.0 kilometer_per_hour,8.235294117647058 percent,33.72549019607843 percent,83 degree_Celsius,35 degree_Celsius,6.58 gps
2025-04-11 18:26:11,1460.5 revolutions_per_minute,17.0 kilometer_per_hour,10.588235294117647 percent,65.49019607843137 percent,83 degree_Celsius,35 degree_Celsius,16.91 gps
2025-04-11 18:26:14,1597.0 revolutions_per_minute,20.0 kilometer_per_hour,10.588235294117647 percent,61.1764705882353 percent,83 degree_Celsius,35 degree_Celsius,17.47 gps
2025-04-11 18:26:16,1715.0 revolutions_per_minute,23.0 kilometer_per_hour,13.333333333333334 percent,66.66666666666667 percent,83 degree_Celsius,35 degree_Celsius,21.3 gps
2025-04-11 18:26:18,1860.5 revolutions_per_minute,27.0 kilometer_per_hour,18.03921568627451 percent,70.98039215686275 percent,83 degree_Celsius,35 degree_Celsius,29.36 gps
2025-04-11 18:26:20,1374.5 revolutions_per_minute,30.0 kilometer_per_hour,0.0 percent,14.117647058823529 percent,83 degree_Celsius,36 degree_Celsius,22.61 gps
2025-04-11 18:26:23,1318.0 revolutions_per_minute,28.0 kilometer_per_hour,7.8431372549019605 percent,56.470588235294116 percent,83 degree_Celsius,36 degree_Celsius,11.08 gps
2025-04-11 18:26:25,786.0 revolutions_per_minute,23.0 kilometer_per_hour,0.0 percent,29.019607843137255 percent,84 degree_Celsius,36 degree_Celsius,5.66 gps
2025-04-11 18:26:27,773.5 revolutions_per_minute,12.0 kilometer_per_hour,0.0 percent,54.509803921568626 percent,84 degree_Celsius,36 degree_Celsius,6.49 gps
2025-04-11 18:26:30,815.0 revolutions_per_minute,6.0 kilometer_per_hour,0.0 percent,34.90196078431372 percent,84 degree_Celsius,36 degree_Celsius,6.38 gps
2025-04-11 18:26:32,788.5 revolutions_per_minute,4.0 kilometer_per_hour,0.0 percent,45.490196078431374 percent,84 degree_Celsius,36 degree_Celsius,6.7700000000000005 gps
2025-04-11 18:26:34,1278.0 revolutions_per_minute,7.0 kilometer_per_hour,8.235294117647058 percent,58.8235294117647 percent,84 degree_Celsius,36 degree_Celsius,14.3 gps
2025-04-11 18:26:36,1605.5 revolutions_per_minute,12.0 kilometer_per_hour,5.098039215686274 percent,47.05882352941177 percent,84 degree_Celsius,36 degree_Celsius,18.38 gps
2025-04-11 18:26:39,764.0 revolutions_per_minute,13.0 kilometer_per_hour,0.0 percent,27.84313725490196 percent,84 degree_Celsius,36 degree_Celsius,5.63 gps
2025-04-11 18:26:41,779.0 revolutions_per_minute,13.0 kilometer_per_hour,0.0 percent,33.72549019607843 percent,84 degree_Celsius,36 degree_Celsius,6.0200000000000005 gps
2025-04-11 18:26:43,823.5 revolutions_per_minute,10.0 kilometer_per_hour,0.0 percent,40.0 percent,84 degree_Celsius,36 degree_Celsius,6.63 gps
2025-04-11 18:26:46,794.0 revolutions_per_minute,10.0 kilometer_per_hour,0.0 percent,40.0 percent,84 degree_Celsius,36 degree_Celsius,6.83 gps
2025-04-11 18:26:48,790.0 revolutions_per_minute,8.0 kilometer_per_hour,0.0 percent,37.64705882352941 percent,84 degree_Celsius,36 degree_Celsius,6.41 gps
2025-04-11 18:26:50,834.5 revolutions_per_minute,7.0 kilometer_per_hour,3.5294117647058822 percent,37.254901960784316 percent,84 degree_Celsius,36 degree_Celsius,7.58 gps
2025-04-11 18:26:52,1284.0 revolutions_per_minute,10.0 kilometer_per_hour,7.8431372549019605 percent,54.509803921568626 percent,84 degree_Celsius,36 degree_Celsius,12.66 gps
2025-04-11 18:26:55,1615.5 revolutions_per_minute,13.0 kilometer_per_hour,8.235294117647058 percent,51.372549019607845 percent,84 degree_Celsius,36 degree_Celsius,16.05 gps
2025-04-11 18:26:57,783.5 revolutions_per_minute,13.0 kilometer_per_hour,0.0 percent,24.313725490196077 percent,84 degree_Celsius,36 degree_Celsius,6.08 gps
2025-04-11 18:26:59,800.0 revolutions_per_minute,8.0 kilometer_per_hour,0.0 percent,33.333333333333336 percent,83 degree_Celsius,36 degree_Celsius,6.74 gps
2025-04-11 18:27:02,792.0 revolutions_per_minute,7.0 kilometer_per_hour,0.0 percent,37.254901960784316 percent,84 degree_Celsius,36 degree_Celsius,6.19 gps
