timestamp,SPEED(km/h),MAF(g/s),CO2(g),CO2 stack(g),PPM/sec
2025-07-22 12:42:59,0,11.83,2.6973,982.94,18973.66
2025-07-22 12:43:00,0,11.91,2.7171,985.66,19101.97
2025-07-22 12:43:01,0,11.69,2.6647,988.32,18749.12
2025-07-22 12:43:02,0,12.05,2.7468,991.07,19326.51
2025-07-22 12:43:03,0,11.94,2.7238,993.79,19150.08
2025-07-22 12:43:04,0,11.97,2.7288,996.52,19198.2
2025-07-22 12:43:05,0,11.99,2.7335,999.25,19230.27
2025-07-22 12:43:06,0,11.91,2.7153,1001.97,19101.97
2025-07-22 12:43:07,0,11.97,2.7295,1004.7,19198.2
2025-07-22 12:43:08,0,11.86,2.7052,1007.4,19021.77
2025-07-22 12:43:09,0,11.99,2.7344,1010.14,19230.27
2025-07-22 12:43:10,0,12.11,2.7608,1012.9,19422.74
2025-07-22 12:43:12,0,12.13,2.7654,1015.67,19454.81
2025-07-22 12:43:13,0,11.83,2.6981,1018.36,18973.66
2025-07-22 12:43:14,0,12.16,2.7731,1021.14,19502.93
2025-07-22 12:43:15,0,11.83,2.6961,1023.83,18973.66
2025-07-22 12:43:16,0,12.05,2.7488,1026.58,19326.51
2025-07-22 12:43:17,0,12.16,2.7722,1029.35,19502.93
2025-07-22 12:43:18,0,12.02,2.7409,1032.09,19278.39
2025-07-22 12:43:19,0,11.8,2.6919,1034.79,18925.54
2025-07-22 12:43:20,0,12.05,2.7473,1037.53,19326.51
2025-07-22 12:43:21,0,11.86,2.7044,1040.24,19021.77
2025-07-22 12:43:22,0,11.99,2.7326,1042.97,19230.27
2025-07-22 12:43:23,0,12.02,2.7416,1045.71,19278.39
2025-07-22 12:43:25,0,11.8,2.6904,1048.4,18925.54
2025-07-22 12:43:26,0,11.97,2.7296,1051.13,19198.2
2025-07-22 12:43:27,0,11.77,2.684,1053.82,18877.43
2025-07-22 12:43:28,0,11.99,2.7343,1056.55,19230.27
2025-07-22 12:43:29,0,11.66,2.6578,1059.21,18701
2025-07-22 12:43:30,0,11.83,2.6972,1061.91,18973.66
2025-07-22 12:43:31,0,11.52,2.6277,1064.53,18476.46
2025-07-22 12:43:32,0,11.8,2.6898,1067.22,18925.54
2025-07-22 12:43:33,0,11.74,2.6768,1069.9,18829.31
2025-07-22 12:43:34,0,11.91,2.7463,1072.65,19101.97
2025-07-22 12:43:35,0,12.05,2.7987,1075.44,19326.51
2025-07-22 12:43:36,0,11.99,2.7346,1078.18,19230.27
2025-07-22 12:43:37,0,11.72,2.6665,1080.85,18797.23
